All values are in atomic unit.



R(bohrs)  E_BO             7Li_ad	  6Li_ad	   H_ad	           D_ad	           T_ad	          7LiH_ad          6LiH_ad	   7LiD_ad	   6LiD_ad	   7LiT_ad	    6LiT_ad	 E_BO+7LiH_ad	 E_BO+6LiH_ad	 E_BO+7LiD_ad	 E_BO+6LiD_ad	 E_BO+7LiT_ad	 E_BO+6LiT_ad
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
6	-8.00197627 	0.00060307 	0.00070344 	0.00028138 	0.00014076 	0.00009399 	0.00088445 	0.00098482 	0.00074383 	0.00084420 	0.00037537 	0.00023475 	-8.00109182 	-8.00099145 	-8.00123244 	-8.00113207 	-8.00160090 	-8.00174152 
6.1	-8.00018623 	0.00060348 	0.00070392 	0.00028131 	0.00014073 	0.00009397 	0.00088479 	0.00098523 	0.00074420 	0.00084465 	0.00037528 	0.00023469 	-7.99930144 	-7.99920099 	-7.99944202 	-7.99934158 	-7.99981094 	-7.99995153 
6.2 	-7.99848469 	0.00060391 	0.00070442 	0.00028130 	0.00014072 	0.00009396 	0.00088521 	0.00098573 	0.00074463 	0.00084515 	0.00037527 	0.00023469 	-7.99759948 	-7.99749896 	-7.99774006 	-7.99763954 	-7.99810942 	-7.99825000 
6.3 	-7.99687248 	0.00060436 	0.00070495 	0.00028144 	0.00014079 	0.00009401 	0.00088580 	0.00098639 	0.00074515 	0.00084574 	0.00037544 	0.00023480 	-7.99598669 	-7.99588610 	-7.99612733 	-7.99602674 	-7.99649704 	-7.99663769 
6.4 	-7.99534952 	0.00060480 	0.00070547 	0.00028150 	0.00014082 	0.00009403 	0.00088630 	0.00098696 	0.00074562 	0.00084628 	0.00037553 	0.00023485 	-7.99446323 	-7.99436256 	-7.99460390 	-7.99450324 	-7.99497400 	-7.99511468 
6.5 	-7.99391585 	0.00060522 	0.00070596 	0.00028157 	0.00014085 	0.00009405 	0.00088679 	0.00098752 	0.00074608 	0.00084681 	0.00037562 	0.00023491 	-7.99302906 	-7.99292833 	-7.99316978 	-7.99306904 	-7.99354023 	-7.99368095 
6.6 	-7.99257086 	0.00060564 	0.00070644 	0.00028145 	0.00014079 	0.00009401 	0.00088709 	0.00098789 	0.00074644 	0.00084724 	0.00037546 	0.00023481 	-7.99168377 	-7.99158297 	-7.99182443 	-7.99172362 	-7.99219540 	-7.99233605 
6.7 	-7.99131311 	0.00060602 	0.00070689 	0.00028142 	0.00014078 	0.00009400 	0.00088745 	0.00098831 	0.00074681 	0.00084767 	0.00037543 	0.00023479 	-7.99042566 	-7.99032480 	-7.99056630 	-7.99046544 	-7.99093768 	-7.99107832 
6.8 	-7.99014157 	0.00060640 	0.00070733 	0.00028140 	0.00014077 	0.00009400 	0.00088780 	0.00098873 	0.00074717 	0.00084810 	0.00037540 	0.00023477 	-7.98925376 	-7.98915283 	-7.98939439 	-7.98929346 	-7.98976617 	-7.98990680 
6.9 	-7.98905343 	0.00060672 	0.00070770 	0.00028116 	0.00014065 	0.00009392 	0.00088788 	0.00098886 	0.00074737 	0.00084835 	0.00037507 	0.00023456 	-7.98816555 	-7.98806457 	-7.98830606 	-7.98820508 	-7.98867835 	-7.98881886 
7.0 	-7.98804816 	0.00060702 	0.00070805 	0.00028062      0.00014038 	0.00009374 	0.00088764 	0.00098867 	0.00074740 	0.00084843 	0.00037435 	0.00023411 	-7.98716052 	-7.98705948 	-7.98730076 	-7.98719972 	-7.98767380 	-7.98781404 
7.5 	-7.98411506 	0.00060799 	0.00070918 	0.00027829 	0.00013921 	0.00009296 	0.00088628 	0.00098748 	0.00074721 	0.00084840 	0.00037125 	0.00023217 	-7.98322878 	-7.98312759 	-7.98336786 	-7.98326666 	-7.98374381 	-7.98388289 
8.0 	-7.98165375 	0.00060827 	0.00070951 	0.00027552 	0.00013783 	0.00009203 	0.00088379 	0.00098503 	0.00074610 	0.00084734 	0.00036755 	0.00022986 	-7.98076996 	-7.98066872 	-7.98090765 	-7.98080641 	-7.98128620 	-7.98142389 
8.5 	-7.98017762 	0.00060837 	0.00070963 	0.00027370 	0.00013692 	0.00009143 	0.00088208 	0.00098333 	0.00074529 	0.00084655 	0.00036513 	0.00022834 	-7.97929554 	-7.97919429 	-7.97943233 	-7.97933107 	-7.97981249 	-7.97994928 
9.0 	-7.97930955 	0.00060837 	0.00070963 	0.00027276 	0.00013645 	0.00009111 	0.00088113 	0.00098239 	0.00074482 	0.00084608 	0.00036388 	0.00022756 	-7.97842842 	-7.97832716 	-7.97856473 	-7.97846348 	-7.97894568 	-7.97908199 
9.5 	-7.97880215 	0.00060839 	0.00070965 	0.00027235 	0.00013624 	0.00009097 	0.00088074 	0.00098200 	0.00074463 	0.00084589 	0.00036332 	0.00022722 	-7.97792141 	-7.97782015 	-7.97805752 	-7.97795626 	-7.97843883 	-7.97857494 
10.0 	-7.97850511 	0.00060841 	0.00070967 	0.00027223 	0.00013618 	0.00009093 	0.00088064 	0.00098190 	0.00074459 	0.00084585 	0.00036317 	0.00022712 	-7.97762447 	-7.97752321 	-7.97776052 	-7.97765926 	-7.97814195 	-7.97827800 
10.5 	-7.97832997 	0.00060841 	0.00070968 	0.00027212 	0.00013613 	0.00009090 	0.00088054 	0.00098180 	0.00074454 	0.00084581 	0.00036302 	0.00022703 	-7.97744943 	-7.97734817 	-7.97758543 	-7.97748416 	-7.97796695 	-7.97810294 
11.0 	-7.97822615 	0.00060842 	0.00070968 	0.00027209 	0.00013611 	0.00009089 	0.00088051 	0.00098178 	0.00074453 	0.00084580 	0.00036298 	0.00022700 	-7.97734564 	-7.97724438 	-7.97748162 	-7.97738036 	-7.97786317 	-7.97799915 
11.5 	-7.97816413 	0.00060842 	0.00070968 	0.00027216 	0.00013615 	0.00009091 	0.00088057 	0.00098184 	0.00074456 	0.00084583 	0.00036307 	0.00022705 	-7.97728356 	-7.97718230 	-7.97741957 	-7.97731831 	-7.97780107 	-7.97793708 
12.0 	-7.97812653 	0.00060843 	0.00070970 	0.00027222 	0.00013618 	0.00009093 	0.00088065 	0.00098192 	0.00074461 	0.00084588 	0.00036315 	0.00022711 	-7.97724588 	-7.97714461 	-7.97738192 	-7.97728066 	-7.97776338 	-7.97789942 
12.5 	-7.97810331 	0.00060843 	0.00070970 	0.00027222 	0.00013618 	0.00009093 	0.00088065 	0.00098191 	0.00074461 	0.00084587 	0.00036314 	0.00022710 	-7.97722266 	-7.97712140 	-7.97735870 	-7.97725744 	-7.97774017 	-7.97787621 
13.0 	-7.97808898 	0.00060843 	0.00070970 	0.00027221 	0.00013617 	0.00009093 	0.00088064 	0.00098191 	0.00074461 	0.00084587 	0.00036314 	0.00022710 	-7.97720834 	-7.97710707 	-7.97734438 	-7.97724311 	-7.97772585 	-7.97786188 
13.5 	-7.97807987 	0.00060843 	0.00070970 	0.00027226 	0.00013620 	0.00009094 	0.00088069 	0.00098196 	0.00074463 	0.00084590 	0.00036320 	0.00022714 	-7.97719918 	-7.97709791 	-7.97733524 	-7.97723398 	-7.97771667 	-7.97785273 
